datum,stijl,bezetting,Liederen
2023-01-01,,,antwoordlied: ps. 138: 1 2 nieuwe psalmberijming,antwoordlied: nlb 513:1-4 (god heeft het eerste woord),slotlied: nlb psalm 90a: 1 3 5 6
2023-01-08,,,lied: jezus wij verhogen u (opw. 237),lied: psalm 145 (pvn),bediening heilige doop aan floor elizabeth van meeuwen (incl. lied 'doop' van sela) (kinder)lied: here der heren koning der koningen (opw. 159),lied: licht van de wereld / kom laten wij aanbidden. voorbeden en collecte,slotlied: hoe groot zijt gij (opw. 407)
2023-01-15,,,lied: father we love you (nlb 875),gebed voor de opening van het woord - nlb 314,antwoordlied: nlb 868:125,slotlied: psalm 67:12 (wisselzang en refrein)
2023-01-22,,,opwekking 623 laat het huis gevuld zijn…,opwekking 811 witter dan sneeuw,opwekking 462 aan uw voeten heer…,luisterlied: you say – lauren daigle​​,slotlied: opwekking 167 samen in de naam van jezus
2023-01-29,,,openingslied: maak muziek voor god de vader (gkb 2016 231:12),kyrie en gloria: u vader u aanbidden wij (nlb 302:234),psalm 72:127 (de nieuwe psalmberijming),voorbereidingslied: alles in allen zult gij voor ons zijn (gkb 2016 182 in wisselzang),slotlied: gkb 2016 231:34
2023-02-05,,,lied:  u bent heilig (opw. 609),geloofsbelijdenis zingend:  jezus alleen in christ alone,kindermoment: 'wie weet wie jij echt bent?' (kinder)lied:  vader god ik vraag me af (opw 399),lied:  in u weet ik wie ik ben (hillsong),collecte:  witter dan sneeuw (psalm project 51),slotlied: the blessing  (ellevation)
2023-02-12,,,lied: met open armen (schrijvers voor gerechtigheid),lied: heer u bent mijn leven (geloofsbelijdenis),lied: bouw uw koninkrijk (opwekking 769),voorbeden en lied: 'heer wees nabij de aarde heeft gebeefd.' (wijze: 'abide with me'),slotlied: 'laat ons samen een zijn' (sela)
2023-02-19,,,lied: 'samen in de naam van jezus',lied: 'create in me a clean heart',lied: 'aan uw voeten heer' (opw. 462),slotlied: 'ga met god en hij zal met je zijn'
2023-02-26,,,psalm 91: 34 (dnp),geloofsbelijdenis: nlb 342,bijbellezingen: genesis 215-17 en 31-4,zingen psalm 32:2 (dnp),nlb 536 (‘alles wat over ons geschreven is’),viering heilig avondmaal (tijdens viering nlb 333 en nlb 833),slotlied: ‘wij kiezen voor de vrijheid’
2023-03-05,,,lied: opwekking 334 heer uw licht en uw liefde schijnen,lied: psalm 25: 2 en 3 (dnp),lied: opwekking 689 spreek o heer,lied: meer en meer (marcel en lydia),collecte (collectelied: i speak jesus ),slotlied: opwekking 354 glorie aan god
2023-03-08,,,psalm 141:1-2 (de nieuwe psalmberijming),gebed voor de opening van het woord: nlb 314,gezang 38 (gk oud): zoek eerst het koninkrijk van god,nlb 864 (coupletten),gebeden (afgewisseld met nlb 367e: ‘heer onze god wij bidden u verhoor ons’),psalm 36:2 (de nieuwe psalmberijming)
